Timestamp,Character's name,"Character's race (human, elf, dwarf, etc)","Character's class (rogue, wizard, cleric, etc)",Character's backstory
9/18/2017 12:54:09,Tyvo Mortishawn,Human,Cleric,"He and his family were driven into the Underdark by misunderstanding villagers for worshipping Wee Jas, a goddess of death. They lived peacefully there for a few years, before his family succumbed to an illness. Tyvo was, obviously, saddened by their passing, but he was at peace with it, as they were with Wee Jas now, away from the pain of their sickness. But when Demon Lords arose in the Underdark, his family arose as undead. Tyvo set out as an adventurer to put his family back to their just rest, and to help drive the Demon Lords back to where they belong."
9/18/2017 16:30:42,Nathaniel,human,wizard,"Nathaniel was a spoiled chaos deity that ruled over the chaotic realm in the afterlife. As a troublemaker and a prankster who would do just about anything to get out of work, he took things too far one day by embarrassing his uncle in front of other ethereal dignitaries. in retaliation his uncle cursed him to be trapped in a human form. Fortunately he could still access some of his abilities as a spell caster, and he uses his abilities to advance his party member's goals in the hopes that one day he can find a spell to release him from this curse!"
9/18/2017 3:00:47,Hope Foundling,Human,Sorcerer,"Left on the doorstep of the temple of Ilmater in Baldur's Gate due to her strange appearance with patches of red dragon-like scales and golden eyes, she was raised as an Acolyte. As she grew up, she found that she had an affinity for and love of fire, and the ability to instinctively cast simple fire magic. She quickly discovered that this was more dangerous than helpful.
After years of attending to the needs of the temple and learning to control her pyromania and desire to hoard gold, she has been sent out into the world to gain life experience and grow as a person."
9/18/2017 11:03:14,Ramdao,Human,Monk,"Ramdao lived a fairly mundane life, and he joined a monastery at the age of 18 after being unsure of what he wanted to do with his life after falling to get into bard college. This particular monastery dedicated itself to The Way of the Wandering Fist, a discipline based on the pursuit of wisdom through experience gained through adventure and travel, which was perfect for the restless Ramdao to be able to head out and find his own way in the world. After about 7 years of training and journeying, he would run into the first couple members of his current venturing party."
9/18/2017 15:44:19,Seus Asellus Livianus,Human,Wizard,"Seus was born in Cheliax, where his keen intellect was realized by his mentors, who accepted him as their patron to learn the Arcane Arts. He excelled at learning from magical texts, but sought to do more with his life. When pressured by his patrons to give allegiance to Asmodeus, Seus left his homeland in search of intellectual freedom, new experience, but most of all freedom of choice.  His time in the Stolen Lands has taught him that knowledge is not the only thing he must develop to survive.  Only after everything is done, does the journey then become finding out what else to do."
9/18/2017 6:49:43,Blaise Camara,Human,Senegalese Naval Special Operations,"(This is a ""Night's Black Agents"" character, rather than DnD)
A former Commando de Penfentenyo with skills in small boat operations, infiltration and naval cqb.
He has been deployed in Somalia for anti piracy work prior to leaving the Beret Verts but has a wide history of international deployment.
Born in Kaolack Senegal, he moved to France with his mother in 1982 after his father was killed resisting the 1981 Coup against Gambian president Jawara.
Character, Gregarious, French, Lots of languages, good with networking and very very good with boats, diving gear and close quarter small arms combat.
French, English, Wolof, Mandinka, Arabic
Eats Peanuts, like… all the time.
Hometown Auray in Breton
"
9/18/2017 7:02:18,Gadbee Tennor,Human,Bard,"Gadbee is the son of a nobleman who preferred the lute than his family's heritage. When his father started having liaisons with the King in secret, the history of his family's lineage as spymasters and assassins was made all too clear. Gadbee then stole the family heirloom; a magic lute that would allow one to cast spells if they knew what to play, and as a Tennor, he was taught early on what to play. Escaping the life of bloodied hands, Gadbee lives a pacifist life of merriment and is happy to charm his way into someone's generous pockets if he needs a little more coin."
9/18/2017 13:10:45,Vertok,Human,Warlock,"The son of a succubus and a human mercenary, Vertok grew up in war camps and among violent men. During the breaking of a siege his father's company was hired to hold off, he was rounded up with other mercenaries and ended up trained in gladiatorial combat. However on the cusp of earning enough money to start a life outside of the arena, it was discovered that his prowess in combat came in part from his demonic heritage and the invocations that it allowed him to wield. Imprisoned for his conduct, he met up with others to pivot his life to one of freedom and adventure."
9/18/2017 19:05:03,Ashley Fronk,Human,Gunslinger,"Ash ""Don't call me Ashley"" Fronk grew up the only heir to the Fronk Banking dynasty. As a boy, the lack of care and attention from his aristocratic parents drove him to act out in more and more dramatic ways, developing his skills as a confidence artist and performer. As a young man, his inability to mesh with polite society and a penchant for reckless behavior wreaked havoc on his family's reputation and bank account. At 20 years old, Ashley was cut off. He now sets out to make his own name and fortune, armed only with the flintlock pistol he lifted from his father's coat.			"
9/18/2017 13:15:36,Breenie Fairly,Human,Rogue,"Breenie is a charlatan by trade. She was raised and trained by her mentor. They later had a falling out over particulars Breenie can't remember, but she has a strong impression of repulsion and fear. She has short-term memory loss that seems to only be getting worse as the years go on. Every new identity she builds and plays is all the easier because she can easily forget that her lie isn't the truth. her skirts are full of pockets stuffed with junk and trinkets and she hides snacks in her tunic. She's young, pretty, and hare-brained and is destined to be a mad hermit, I'm sure."
9/17/2017 19:20:48,Doomhilda the Driven,Human,Fighter,"Born in a small village in the foothills of the Sundered Ranges, Durn had a carefree childhood tending the crops and livestock of her community. Developing into a tall, rangy lass, she was on the cusp of womanhood when, one terrible night, a band of roving orks descended on her homestead. Durnhilda was tasked with tending the livestock in the High Forest the night they came. Howling in their bloodlust, the slaughtered young and old, man and woman alike. Durnhilda , seeing the smoke rising  from the burning hovels, returned to find her clan destroyed. Devastated with her loss, she took up her father's sword and pledged revenge."
9/17/2017 20:05:12,Darlington Rose,Human,Spellslinger,"Many years ago, Darlington Rose was tracking an criminal named Big Buck Stanton. Rose found Stanton and his gang out in the desert by a strange circle of stones. After a short shoot out, Stanton called to Rose to stand down. He did. Then Stanton explained to Rose that him and his gang were protecting something important and that they were casting a spell to take them far away. He proposed to Rose that if he let them go, it would be worth his while. Darlington agreed. 
He returned to town. ""Stanton has been dealt with."" He was held up as a hero, regardless if he wanted to or not."
9/18/2017 15:28:58,Shurban Talcut,Human,Druid/ wizard (shaman)," Shurban was born with great potential. The elders say that a 2 headed goat was born the same night, and this was a sign of great portent.
 It was a great honor to be taken from his family and brought to serve the shaman, who raised the boy to be learned in tribal ritual, herbal medicine and natural magic.
 The sitting shaman always keeps some of the tribe's youth, of varied age, to train as his replacements.
 When coming of age, each is sent off into the world to seek knowledge and power, knowing that they could be called upon at any time to return and assume the shaman's mantle."
